Headline,Body ID,Stance
apple hbo deal see launch web apple tv stream service num per month,1534,discuss
break soldier shot national war memorial ottawa,1089,agree
whoa paul rudd one airport hero take homophobe,1814,unrelated
boko haram kidnap girl marry truce never happen,2367,unrelated
message jim mom diane foley,2296,unrelated
google buy big chunk pacific shore iconic redwood city office park,964,unrelated
nasa raise doubt report nicaraguan meteorite,1790,discuss
isi border crisis dhs chief say terrorist enter u mexico,1528,unrelated
kanye ban,514,discuss
rep duncan hunter least num isi fighter catch mexican border,2296,unrelated
lebanon hold leader daughter ex wife,1943,unrelated
pumpkin spice condom fall hoax,608,unrelated
lynch mob chop man penis catch allegedly try rape teenager,1959,agree
axl rise dead num gun n rose frontman kill internet death hoax,633,unrelated
oscar winner christian bale play steve job upcoming biopic,458,agree
ottawa gunman identify michael zehaf bibeau,2141,unrelated
ottawa shoot slain soldier name nathan cirillo suspect identify michael zehaf bibeau,1380,agree
allege audio michael brown shoot sound good officer darren wilson,1438,unrelated
british hostage david haines behead islamic state terrorist,1360,unrelated
abdel majed abdel bary emerges suspect foley beheading,1237,unrelated
nigeria say struck cease fire boko haram talk right guy,125,unrelated
report jihadist steal commercial jet raise num num fear,2448,discuss
new york city plan end arrest possession small amount marijuana,1368,discuss
kim jong un ban name kim jong un,2296,unrelated
hundred dog lover around world offer home pet abandon railway station suitcase contain pillow toy bowl favourite food,54,unrelated
banksy arrest giant hoax repeat hoax,1296,unrelated
meet x boy electric shock turn kid magneto,2415,discuss
io num bug reportedly erase icloud drive document setting reset,1278,unrelated
priest die num minute say meet god woman,1008,agree
break isi beheads american journalist james wright foley,1283,unrelated
hairgate iphone hit new social medium storm,1787,unrelated
mexico say student among dead mass grave,1912,discuss
batmobile steal detroit,621,unrelated
new audio show michael brown shot num time,511,unrelated
iraqi airstrike kill key isil leader,1871,unrelated
obama murder james foley shock conscience entire world,26,unrelated
seven high school girl get pregnant five day school trip parent outrage,2304,discuss
kim jong un absent north korean leader recover ankle surgery,1103,unrelated
woman detain lebanon isi leader wife say iraq,365,unrelated
apple new macbook thinner cleaner faster num inch macbook air,2497,discuss
woman detain lebanon al baghdadi wife iraq say,1875,unrelated
audio may capture michael brown shoot,1131,unrelated
seth rogen play steve wozniak steve job biopic,614,discuss
mechanical polar bear threaten asbo sing christmas song,2290,discuss
break pencil illustration banksy,1545,unrelated
might rat infestation vogue,2520,discuss
cannibal mum try eat baby shortly give birth,867,unrelated
soldier shot ottawa war memorial,961,unrelated
islamist militant steal num commercial plane libya spark terror attack fear,1574,unrelated
report exec pop numk dinner run blackjack,1682,discuss
jeh johnson politician fee flame fear isi ebola,1946,discuss
islamic state militant claim behead u journalist james wright foley,1471,discuss
watch marine take sniper shot head live,2213,unrelated
baby teletubbies reveals,2076,agree
num brat pack star judd nelson force deny dead fake news story start trend social medium,1906,unrelated
iraq u probe isi chlorine attack iraqi security personnel,2016,unrelated
vladimir putin motorcade look like massive knob,837,unrelated
majesty magic mushroom,2424,agree
predator drone reportedly sight circle raqqa syria,304,unrelated
mass grave find num student disappear mexican protest,983,discuss
small meteorite strike nicaragua capital city managua,220,unrelated
macaulay culkin die despite everyone say facebook,2526,unrelated
new policy could reduce marijuana possession arrest,2163,discuss
isi blast scorpion bomb civilian area iraq mosul resident live fear,1481,unrelated
mexican cartel leader kill self body grave miss student,761,unrelated
teen make num million stock market,2367,unrelated
sing polar bear face asbo noise complaint,2299,unrelated
report christian bale bail steve job movie,932,unrelated
priest die num minute say meet god woman,1877,unrelated
kid make num million lunch,550,unrelated
abdel majed abdel bary london rapper identify isi militant behead james foley,1202,discuss
islamic state use scorpion bomb terrorise victim,1574,unrelated
american hostage kill rescue attempt yemen senior official,2495,unrelated
update num men num woman tonight espn domestic violence panel,962,unrelated
one homeless man num astonish video,1395,unrelated
isi beheads photojournalist james wright foley massage u end intervention iraq,2450,agree
mystery man slap shopper around head sneezing,171,unrelated
u uk eye rapper british bear militant behead journalist james foley,1314,discuss
isilkulskom student gain superhero power shock,1299,unrelated
nigeria boko haram blame raid despite truce claim,1003,unrelated
tb speed seinfeld num num add num minute commercial,26,unrelated
new york schoolboy make nummillion trading stock lunch break take friend dine num caviar drive bmw definitely make immigrant parent proud,2132,unrelated
dupe macaulay culkin dead,1502,unrelated
say report suspect ebola case iraq untrue,1899,unrelated
indian worker sack go leave num year,2327,unrelated
hidden diagnostic port apple watch could allow smart band accessory update,664,discuss
female israeli fighter say abducted islamic state read female israeli fighter say abducted islamic state,1948,unrelated
iraqi social medium rumor claim leader slain,936,unrelated
u intel taliban man release gitmo bergdahl deal back militant activity,2254,unrelated
isi reportedly behead u journalist james wright foley camera,2130,unrelated
islamic state video title message america beheads american journalist james wright foley kidnap num,2524,agree
expert fact need purported audio recording michael brown shoot,1289,unrelated
see homeless man spend hundred dollar keep tissue handy video,1789,unrelated
six month abduct nigerian schoolgirl boko haram reportedly want free,1003,unrelated
apple order num million watch initial run,676,unrelated
wtc rat scare anna wintour,1045,agree
marijuana may soon spark ticket new york,2307,unrelated
zack snyder make fun steal batmobile rumor new image,1494,unrelated
macaulay culkin dead internet death hoax claim actor find dead apartment,2326,agree
rumor stainless steel apple watch cost num gold num num,521,unrelated
guantanamo detainee free bowe bergdahl swap back terrorism,1857,unrelated
nigeria miss girl release boko haram government aide claim,1603,unrelated
arm u drone spot fly syria possible hunt isi leader,35,unrelated
web confusion scientist cast doubt man claim spider burrow stomach scar,214,unrelated
fence jumper reportedly make much white house secret service say,1547,unrelated
isi threat texas mexico border,2249,discuss
predator drone reportedly spot circle isi capital city,345,unrelated
banksy create charlie hebdo tribute cartoon mean appreciate,1720,unrelated
source gun n rose frontman axl rise find dead west hollywood home age num,609,unrelated
break islamic state video beheads american journalist james wright foley kidnap num bnonews,1358,unrelated
explosion report near nicaraguan capital attribute meteorite impact expert include nasa cast doubt claim,1594,agree
mexico find num graf site suspect student massacre,695,discuss
shock picture show mother try sell son pay twin daughter cancer treatment,803,unrelated
dog find abandon scottish train station suitcase belonging,144,unrelated
isi unleash scorpion bomb iraq,2257,unrelated
report claim kim jong un underwent surgery repair fracture ankle,856,discuss
update num men num woman tonight espn domestic violence panel,959,unrelated
u lawmaker ten isi fighter apprehend come across southern border video,213,unrelated
report christian bale play steve job,574,unrelated
kim yo jong take kim jong un role north korea ill health rumor fabricate,1125,unrelated
saudi tv blur michelle obama face president meet king salman,343,agree
